time,avg_roam_time_min,area_to_destroy_12.4min,area_to_destroy_24.8min,area_to_destroy_30.0min,missiles_remaining,mated_missiles_remaining,retaliation_prob
2021/01/20-14:16,6.9,"60,295","140,996","185,600",31,14,0.8230
2021/01/20-14:17,7.7,"65,352","148,863","194,646",33,16,0.9363
2021/01/20-14:18,7.4,"61,943","144,553","189,958",34,15,0.8843
2021/01/20-14:19,8.2,"67,154","152,574","199,157",35,17,0.9649
2021/01/20-14:20,8.9,"72,592","160,822","208,584",36,18,0.9807
2021/01/20-14:21,6.2,"52,398","130,342","173,790",32,16,0.9363
2021/01/20-14:22,7.0,"57,617","139,411","184,669",34,19,0.9893
2021/01/20-14:23,5.8,"47,845","125,026","168,349",32,17,0.9649
2021/01/20-14:24,6.5,"52,594","132,638","177,162",34,18,0.9807
2021/01/20-14:25,7.2,"57,574","140,481","186,206",36,19,0.9893
2021/01/20-14:26,5.9,"49,541","127,464","171,099",33,14,0.8230
2021/01/20-14:27,6.7,"54,350","135,136","179,972",35,17,0.9649
2021/01/20-14:28,7.2,"57,897","140,592","186,228",35,16,0.9363
2021/01/20-14:29,7.9,"63,090","148,648","195,485",36,16,0.9363
2021/01/20-14:30,8.7,"68,515","156,936","204,974",37,17,0.9649
2021/01/20-14:31,6.0,"50,181","128,263","171,965",33,15,0.8843
2021/01/20-14:32,6.7,"55,003","135,948","180,851",35,18,0.9807
2021/01/20-14:33,7.5,"60,056","143,864","189,967",37,19,0.9893
2021/01/20-14:34,8.2,"65,339","152,011","199,315",38,18,0.9807
2021/01/20-14:35,9.0,"70,854","160,388","208,893",39,20,0.9941
2021/01/20-14:36,6.1,"51,761","130,161","173,996",33,13,0.7512
2021/01/20-14:37,6.8,"56,608","137,872","182,907",35,18,0.9807
2021/01/20-14:38,7.5,"61,023","144,725","190,784",36,17,0.9649
2021/01/20-14:39,8.2,"65,318","150,420","196,870",36,15,0.8843
2021/01/20-14:40,8.9,"70,730","158,642","206,271",37,16,0.9363
2021/01/20-14:41,6.2,"52,295","129,656","172,860",32,13,0.7512
2021/01/20-14:42,6.9,"57,083","137,254","181,636",34,16,0.9363
2021/01/20-14:43,6.6,"53,360","133,403","177,928",35,16,0.9363
2021/01/20-14:44,7.4,"58,285","141,138","186,841",36,15,0.8843
2021/01/20-14:45,8.1,"63,491","149,208","196,112",37,19,0.9893
2021/01/20-14:46,6.1,"50,393","128,262","171,875",32,16,0.9363
2021/01/20-14:47,6.8,"54,392","133,767","177,816",33,17,0.9649
2021/01/20-14:48,6.6,"53,346","132,404","176,319",34,15,0.8843
2021/01/20-14:49,7.3,"58,271","140,139","185,232",35,16,0.9363
2021/01/20-14:50,8.1,"63,423","148,100","194,373",36,16,0.9363
2021/01/20-14:51,5.6,"46,855","122,306","164,710",32,16,0.9363
2021/01/20-14:52,6.3,"51,489","129,751","173,332",34,16,0.9363
2021/01/20-14:53,6.1,"49,721","127,135","170,360",32,15,0.8843
2021/01/20-14:54,6.8,"54,568","134,845","179,272",34,16,0.9363
2021/01/20-14:55,7.6,"59,646","142,787","188,414",36,16,0.9363
2021/01/20-14:56,5.8,"48,592","124,998","167,801",32,16,0.9363
